Chrom	Start	End	Group
chr20	47058065	47058352	chr2
chr20	47066635	47067300	chr2
chr20	47071856	47072086	chr6
chr20	47072087	47072144	chr6
chr20	47072148	47072639	chr2
chr20	47073810	47074379	chr2
chr20	47075278	47075518	chr2
chr20	47077429	47078211	chr2
chr20	47078212	47078982	chr2
chr20	47087011	47087282	chr2
chr20	47089113	47089793	chr2
chr20	47092455	47093272	chr2
chr20	47095597	47096344	chr2
chr20	47096619	47097193	chr2
chr20	47097194	47097636	chr2
chr20	47097820	47098747	chr2
chr20	47099709	47100822	chr2
chr20	47100861	47101117	chr2
chr20	47101367	47102141	chr2
chr20	47102142	47103180	chr2
chr20	47106108	47106840	chr2
chr20	47106933	47107367	chr2
chr20	47108849	47109085	chr2
chr20	47117703	47119747	chr2
chr20	47125355	47126274	chr2
chr20	47126366	47126573	chr2
chr20	47126578	47126851	chr2
chr20	47127107	47127186	chr2
chr20	47128487	47128930	chr2
chr20	47136299	47136470	chr2
chr20	47136754	47137705	chr2
chr20	47139869	47140501	chr2
chr20	47143017	47143254	chr2
chr20	47143256	47143607	chr2
chr20	47143608	47143745	chr2
chr20	47146282	47146667	chr2
chr20	47160759	47161740	chrX
chr20	47163930	47164580	chr2
chr20	47164873	47165011	chr2
chr20	47169078	47169211	chr2
chr20	47172514	47172873	chr2
chr20	47178892	47180092	chr2
chr20	47180592	47180941	chr2
chr20	47183028	47183150	chr2
chr20	47183246	47184091	chr2
chr20	47188038	47188974	chr2
chr20	47190519	47190676	chr2
chr20	47190677	47191046	chr2
chr20	47191081	47191381	chr2
chr20	47191382	47191653	chr2
chr20	47196456	47196581	chr2
chr20	47205582	47205912	chr2
chr20	47209093	47211300	chr2
chr20	47211361	47212390	chr2
chr20	47212454	47213296	chr2
chr20	47215697	47215794	chr2
chr20	47216083	47216162	chr2
chr20	47220001	47221582	chr2
chr20	47224124	47225075	chr2
chr20	47226994	47227296	chr2
chr20	47229305	47230035	chr2
chr20	47236282	47237084	chr2
chr20	47237407	47237458	chr2
chr20	47237515	47239285	chr2
chr20	47239353	47239474	chr2
chr20	47241690	47241729	chr2
chr20	47242123	47242238	chr2
chr20	47243343	47243475	chr2
chr20	47244053	47244703	chr2
chr20	47246002	47246535	chr2
chr20	47247177	47247826	chr2
chr20	47248420	47249492	chr2
chr20	47253846	47254587	chr2
chr20	47258790	47259835	chr2
chr20	47262105	47263058	chr2
chr20	47263156	47263206	chr2
chr20	47272375	47272562	chr2
chr20	47272839	47273253	chr2
chr20	47273994	47274266	chr2
chr20	47276058	47277063	chr2
chr20	47279619	47279843	chr2
chr20	47280681	47280800	chr2
chr20	47281133	47281220	chr2
chr20	47281362	47282029	chr2
chr20	47282076	47282423	chr2
chr20	47282543	47283180	chr2
chr20	47283303	47284202	chr2
chr20	47286890	47287639	chr2
chr20	47290152	47290562	chr2
chr20	47290938	47292054	chr2
chr20	47294650	47295203	chr2
chr20	47295301	47295405	chr2
chr20	47295711	47296592	chr2
chr20	47297725	47299542	chr2
chr20	47299895	47300071	chr2
chr20	47300494	47300568	chr2
chr20	47303820	47304343	chr2
chr20	47308622	47309380	chr2
chr20	47309520	47310508	chr2
chr20	47311908	47312084	chr2
chr20	47315307	47315417	chr2
chr20	47315507	47316049	chr2
chr20	47316360	47316465	chr2
chr20	47317058	47317651	chr2
chr20	47318002	47320416	chr2
chr20	47322808	47322958	chr2
chr20	47330622	47330978	chr2
chr20	47335655	47336963	chr2
chr20	47337518	47337991	chr2
chr20	47338108	47338648	chr2
chr20	47345171	47345476	chr2
chr20	47346922	47361210	chr2
chr20	47362477	47362838	chr2
chr20	47362856	47363099	chr2
chr20	47365955	47366975	chr2
chr20	47368242	47368365	chr2
chr20	47368735	47369288	chr2
chr20	47383792	47384513	chr2
chr20	47386376	47386486	chr2
chr20	47410683	47410805	chr2
chr20	47411147	47411541	chr2
chr20	47423492	47424200	chr2
chr20	47424381	47424546	chr2
chr20	47432438	47432574	chr2
chr20	47432901	47433016	chr2
chr20	47450941	47452023	chr2
chr20	47452109	47452460	chr2
chr20	47455082	47455756	chr2
chr20	47457051	47457298	chr2
chr20	47477866	47478090	chr13
chr20	47478189	47479346	chr12
chr20	47479649	47479980	chr2
chr20	47487061	47487942	chr2
chr20	47488111	47488139	chr2
chr20	47488248	47488465	chr2
chr20	47492174	47492414	chr2
chr20	47493188	47494106	chr2
chr20	47501171	47502318	chr2
chr20	47502744	47503639	chr2
chr20	47503640	47504122	chr2
chr20	47504153	47504265	chr2
chr20	47505366	47505671	chr2
chr20	47506172	47506723	chr2
chr20	47506760	47507554	chr2
chr20	47507922	47508910	chr2
chr20	47509048	47509121	chr2
chr20	47528267	47528387	chr2
chr20	47528593	47528744	chr2
chr20	47529713	47530379	chr2
chr20	47531341	47531877	chr2
chr20	47536466	47536791	chr2
chr20	47548036	47548089	chr2
chr20	47551230	47551423	chr2
chr20	47551509	47551622	chr2
chr20	47551662	47552944	chr2
chr20	47573787	47573899	chr2
chr20	47574571	47575892	chr2
chr20	47575939	47576090	chr2
chr20	47576149	47577066	chr2
chr20	47577275	47577413	chr2
chr20	47582531	47582764	chr2
chr20	47582945	47583268	chr2
chr20	47584855	47585032	chr2
chr20	47585342	47585692	chr2
chr20	47593882	47594389	chr2
chr20	47599854	47599976	chr2
chr20	47601472	47602949	chr2
chr20	47622123	47622355	chr2
chr20	47623367	47623488	chr2
chr20	47623812	47624105	chr2
chr20	47625074	47625211	chr2
chr20	47625262	47625737	chr2
chr20	47626153	47626570	chr2
chr20	47626607	47627192	chr2
chr20	47627193	47627485	chr2
chr20	47627486	47628029	chr2
chr20	47628721	47628825	chr10
chr20	47630165	47630227	chr14
chr20	47630228	47630449	chr2
chr20	47630450	47630638	chr1
chr20	47630764	47631482	chr2
chr20	47633375	47633657	chr2
chr20	47633853	47634758	chr2
chr20	47635290	47637090	chr2
chr20	47637573	47637811	chr2
chr20	47637834	47637985	chr2
chr20	47638083	47638249	chr2
chr20	47638486	47640142	chr2
chr20	47640508	47640593	chr2
chr20	47642177	47642462	chr2
chr20	47646993	47647534	chr2
chr20	47648846	47649244	chr2
chr20	47649258	47649490	chr2
chr20	47650853	47651692	chr2
chr20	47652192	47656948	chr2
chr20	47657086	47658508	chr2
chr20	47659075	47659255	chr2
chr20	47659326	47660315	chr2
chr20	47660461	47660539	chr2
chr20	47660788	47662199	chr2
chr20	47662260	47664954	chr2
chr20	47665113	47665982	chr2
chr20	47666040	47666181	chr2
chr20	47666182	47666636	chr2
chr20	47672026	47672585	chr2
chr20	47676486	47677005	chr2
chr20	47677048	47677189	chr2
chr20	47677390	47677468	chr2
chr20	47677710	47679388	chr2
chr20	47679428	47679539	chr2
chr20	47682368	47683546	chr2
chr20	47684194	47685253	chr2
chr20	47686570	47687717	chr2
chr20	47687911	47688437	chr2
chr20	47688614	47689555	chr2
chr20	47689886	47690453	chr2
chr20	47702360	47702921	chr2
chr20	47708509	47709391	chr2
chr20	47710668	47711759	chr2
chr20	47713865	47714914	chr2
chr20	47720712	47721214	chr2
chr20	47723946	47724699	chr2
chr20	47728113	47728573	chr2
chr20	47728970	47729149	chr2
chr20	47729241	47730441	chr2
chr20	47732941	47733579	chr2
chr20	47733699	47733766	chr2
chr20	47733936	47734373	chr2
chr20	47735438	47737624	chr2
chr20	47741276	47742548	chr2
chr20	47742900	47743315	chr2
chr20	47746327	47746675	chr2
chr20	47747199	47747556	chr2
chr20	47747600	47747921	chr2
chr20	47748186	47749927	chr2
chr20	47753700	47753864	chr2
chr20	47753958	47754839	chr2
chr20	47755163	47756581	chr2
chr20	47756646	47757509	chr2
chr20	47758469	47758629	chr2
chr20	47758841	47759056	chr2
chr20	47759927	47761428	chr2
chr20	47762293	47764728	chr2
chr20	47765697	47765754	chr2
chr20	47765783	47767331	chr2
chr20	47772846	47773400	chr2
chr20	47773431	47774521	chr2
chr20	47774727	47775006	chr2
chr20	47775064	47775362	chr2
chr20	47776722	47777234	chr2
chr20	47777238	47777886	chr2
chr20	47778150	47779123	chr2
chr20	47779186	47779418	chr2
chr20	47780315	47780832	chr2
chr20	47780981	47787427	chr2
chr20	47787434	47787619	chr2
chr20	47787873	47788676	chr2
chr20	47788792	47789719	chr2
chr20	47789720	47790445	chr2
chr20	47790446	47791491	chr2
chr20	47795285	47795680	chr2
chr20	47795761	47796228	chr2
chr20	47796664	47797095	chr2
chr20	47801008	47801452	chr9
chr20	47810536	47812027	chr2
chr20	47816091	47817692	chr2
chr20	47818024	47818244	chr2
chr20	47819198	47819631	chr2
chr20	47820085	47820198	chr2
chr20	47820635	47821128	chr2
chr20	47821508	47821816	chr2
chr20	47823109	47823940	chr2
chr20	47831908	47832290	chr2
chr20	47834910	47835132	chr2
chr20	47841691	47842351	chr2
chr20	47844697	47844792	chr2
chr20	47844947	47846219	chr2
chr20	47846523	47847170	chr2
chr20	47847548	47848533	chr2
chr20	47857526	47858590	chr2
chr20	47859716	47860969	chr9
chr20	47860970	47861107	chrX
chr20	47861628	47862202	chr2
chr20	47862908	47863648	chr2
chr20	47867680	47867806	chr10
chr20	47868508	47869189	chr2
chr20	47875903	47877316	chr2
chr20	47880857	47880925	chr2
chr20	47899102	47899484	chr2
chr20	47907133	47908292	chr2
chr20	47908412	47909327	chr2
chr20	47909488	47910745	chr2
chr20	47910900	47910995	chr2
chr20	47914797	47915173	chr2
chr20	47921033	47921481	chr2
chr20	47921607	47922830	chr2
chr20	47924990	47925064	chr2
chr20	47934852	47935389	chr2
chr20	47938430	47939470	chr2
chr20	47939471	47941736	chr2
chr20	47944278	47945049	chr2
chr20	47950188	47950835	chr2
chr20	47951045	47951306	chr14
chr20	47962313	47962657	chr2
chr20	47963274	47963956	chr2
chr20	47964613	47964907	chr2
chr20	47965517	47966225	chr2
chr20	47967235	47967724	chr2
chr20	47967725	47967784	chr2
chr20	47967785	47968245	chr2
chr20	47969611	47969655	chr2
chr20	47971005	47972176	chr2
chr20	47972767	47973822	chr2
chr20	47977031	47977713	chr2
chr20	47977714	47978018	chr2
chr20	47978020	47978130	chr2
chr20	47978131	47978143	chr2
chr20	47981023	47981427	chr2
chr20	47982029	47982170	chr2
chr20	48007561	48007934	chr2
chr20	48008590	48008755	chr2
chr20	48008880	48009650	chr2
chr20	48010267	48010525	chr2
chr20	48011420	48012841	chr2
chr20	48015040	48015430	chr2
chr20	48015431	48016109	chr2
chr20	48020808	48022082	chr2
chr20	48023747	48025612	chr2
chr20	48028332	48028872	chr2
chr20	48030983	48032016	chr2
chr20	48037835	48038557	chr2
chr20	48041027	48041317	chr2
chr20	48045615	48046449	chr2
chr20	48046681	48047942	chr2
chr20	48048739	48049211	chr2
chr20	48049661	48050022	chr2
chr20	48051670	48051743	chr2
chr20	48051812	48052616	chr2
chr20	48052617	48052817	chr2
chr20	48055975	48056814	chr2
chr20	48056866	48057065	chr2
chr20	48057262	48057631	chr2
chr20	48057789	48058469	chr2
chr20	48060482	48060896	chr2
chr20	48060982	48061610	chr2
chr20	48064647	48065485	chr2
chr20	48065924	48066748	chr2
chr20	48068652	48068952	chr2
chr20	48069646	48070214	chr2
chr20	48070215	48070666	chr2
chr20	48071389	48071585	chr2
chr20	48075417	48076208	chr2
chr20	48076209	48076720	chr2
chr20	48078306	48078780	chr2
chr20	48079618	48081588	chr2
chr20	48085626	48086031	chr2
chr20	48086097	48086781	chr2
chr20	48087171	48087847	chr2
chr20	48087937	48088001	chr2
chr20	48092083	48093576	chr2
chr20	48093577	48093936	chr2
chr20	48096171	48096761	chr2
chr20	48097104	48097210	chr2
chr20	48097244	48098067	chr2
chr20	48105579	48106138	chr2
chr20	48111071	48111924	chr2
chr20	48112041	48112182	chr2
chr20	48112246	48113774	chr2
chr20	48113974	48114162	chr2
chr20	48114242	48115123	chr2
chr20	48115439	48115864	chr2
chr20	48132003	48132990	chr2
chr20	48134623	48135705	chr2
chr20	48140560	48140772	chr2
chr20	48142001	48142897	chr2
chr20	48146120	48147564	chr2
chr20	48147658	48147927	chr2
chr20	48149770	48152072	chr2
chr20	48153682	48154224	chr2
chr20	48154497	48156420	chr2
chr20	48158586	48159052	chr13
chr20	48159064	48159595	chr2
chr20	48159938	48160031	chr2
chr20	48160402	48160745	chr2
chr20	48161026	48162061	chr2
chr20	48167722	48168905	chr2
chr20	48172011	48172433	chr2
chr20	48175418	48176369	chr2
chr20	48180482	48180977	chr2
chr20	48181115	48181434	chr2
chr20	48183063	48183733	chr2
chr20	48183805	48184069	chr2
chr20	48184266	48185617	chr2
chr20	48186092	48186748	chr2
chr20	48190232	48190333	chr2
chr20	48190343	48190571	chr2
chr20	48191514	48191707	chr2
chr20	48194043	48194631	chr2
chr20	48194632	48194942	chr2
chr20	48198813	48199924	chr2
chr20	48199925	48199993	chr2
chr20	48200075	48201338	chr2
chr20	48201486	48201852	chr2
chr20	48202532	48203062	chr2
chr20	48208433	48209116	chr2
chr20	48210903	48211440	chr2
chr20	48214223	48214751	chr2
chr20	48215027	48215610	chr2
chr20	48215715	48215750	chr2
chr20	48215751	48216146	chr2
chr20	48216608	48216717	chr2
chr20	48219433	48220652	chr2
chr20	48225933	48226131	chr2
chr20	48226344	48226528	chr2
chr20	48235838	48237074	chr2
chr20	48242053	48242720	chr2
chr20	48244636	48244941	chr2
chr20	48245186	48245414	chr2
chr20	48245779	48247074	chr2
chr20	48247678	48248200	chr2
chr20	48259060	48259769	chr2
chr20	48259770	48259831	chr2
chr20	48260443	48260727	chr2
chr20	48260728	48262075	chr2
chr20	48262076	48262101	chr2
chr20	48262388	48262509	chr2
chr20	48263905	48264263	chr2
chr20	48265705	48266149	chr2
chr20	48275005	48275705	chr2
chr20	48275944	48276949	chr2
chr20	48278393	48278432	chr2
chr20	48279479	48280037	chr2
chr20	48280737	48281275	chr2
chr20	48281461	48282533	chr2
chr20	48283734	48283927	chr2
chr20	48287131	48287582	chr2
chr20	48291661	48292906	chr2
chr20	48293676	48295436	chr2
chr20	48295437	48296096	chr2
chr20	48296159	48296353	chr2
chr20	48296386	48296471	chr2
chr20	48296586	48297335	chr2
chr20	48298360	48299717	chr2
chr20	48299718	48299971	chr2
chr20	48300281	48300648	chr2
chr20	48300773	48301112	chr2
chr20	48301133	48301635	chr2
chr20	48301752	48302004	chr2
chr20	48303530	48304087	chr2
chr20	48304458	48304752	chr2
chr20	48304753	48305302	chr2
chr20	48306293	48306520	chr2
chr20	48307346	48307413	chr2
chr20	48308421	48308929	chr2
chr20	48308938	48308994	chr2
chr20	48309188	48309461	chr2
chr20	48309494	48310755	chr2
chr20	48313929	48314417	chr2
chr20	48314421	48315634	chr2
chr20	48315694	48316074	chr2
chr20	48316414	48316985	chr2
chr20	48319082	48320772	chr2
chr20	48324028	48325194	chr2
chr20	48330720	48332294	chr2
chr20	48332316	48332497	chr2
chr20	48332524	48333055	chr2
chr20	48333385	48333838	chr2
chr20	48334040	48334360	chr2
chr20	48335324	48336189	chr2
chr20	48336190	48337048	chr2
chr20	48338743	48339154	chr2
chr20	48339155	48339176	chr2
chr20	48341683	48342128	chr2
chr20	48342161	48343579	chr2
chr20	48352577	48352762	chr8
chr20	48365825	48366228	chr2
chr20	48368662	48369193	chr2
chr20	48369194	48369722	chr2
chr20	48372651	48372775	chr2
chr20	48372820	48372966	chr2
chr20	48373017	48373681	chr2
chr20	48373682	48374434	chr2
chr20	48374734	48375118	chr2
chr20	48375119	48375804	chr2
chr20	48386055	48386864	chr2
chr20	48387061	48388110	chr2
chr20	48388172	48388779	chr2
chr20	48388780	48389033	chr5
chr20	48389353	48390174	chr2
chr20	48403955	48404664	chr2
chr20	48406074	48406281	chr2
chr20	48406282	48407625	chr2
chr20	48407981	48408447	chr2
chr20	48408448	48408711	chr2
chr20	48413618	48414679	chr2
chr20	48414710	48415380	chr2
chr20	48441529	48441739	chr2
chr20	48454793	48456491	chr2
chr20	48456867	48457887	chr2
chr20	48468135	48468275	chr2
chr20	48468680	48468885	chr2
chr20	48468888	48469086	chr2
chr20	48469087	48469603	chr2
chr20	48477209	48477286	chr2
chr20	48477287	48477586	chr2
chr20	48477619	48479113	chr2
chr20	48479953	48480301	chr2
chr20	48487693	48487788	chr2
chr20	48487940	48489343	chr2
chr20	48489402	48490202	chr2
chr20	48490431	48491536	chr2
chr20	48516822	48517035	chr2
chr20	48533985	48534850	chr2
chr20	48535998	48536602	chr2
chr20	48536603	48537061	chr2
chr20	48538879	48539181	chr2
chr20	48541142	48541899	chr2
chr20	48541900	48542456	chr2
chr20	48546087	48546811	chr2
chr20	48556933	48557481	chr2
chr20	48557681	48557970	chr2
chr20	48557971	48558312	chr2
chr20	48558313	48559484	chr2
chr20	48559792	48560409	chr2
chr20	48560963	48561171	chr2
chr20	48561509	48562291	chr2
chr20	48562368	48562682	chr2
chr20	48569395	48569943	chr2
chr20	48571317	48571621	chr2
chr20	48572200	48572345	chr2
chr20	48572346	48572495	chr2
chr20	48572496	48572796	chr2
chr20	48580963	48581652	chr2
chr20	48582200	48582596	chr2
chr20	48584570	48584718	chr2
chr20	48584824	48584966	chr2
chr20	48585097	48585349	chr2
chr20	48593506	48594086	chr2
chr20	48595170	48595994	chr2
chr20	48601505	48602020	chr2
chr20	48605781	48606347	chr2
chr20	48606920	48607363	chr2
chr20	48608191	48608576	chr2
chr20	48608577	48609806	chr2
chr20	48610315	48610844	chr2
chr20	48613081	48613263	chr2
chr20	48615558	48615873	chr2
chr20	48618241	48618948	chr2
chr20	48620635	48620985	chr2
chr20	48621028	48621232	chr2
chr20	48624216	48626140	chr2
chr20	48626372	48626630	chr2
chr20	48627189	48628014	chr2
chr20	48629253	48633201	chr2
chr20	48634479	48637204	chr2
chr20	48637344	48637960	chr2
chr20	48639602	48641139	chr2
chr20	48641953	48642683	chr2
chr20	48644390	48646094	chr2
chr20	48648697	48651281	chr2
chr20	48651365	48651599	chr2
chr20	48652475	48652736	chr2
chr20	48652872	48654329	chr2
chr20	48655276	48655418	chr2
chr20	48655924	48656007	chr2
chr20	48656351	48657524	chr2
chr20	48657856	48658241	chr2
chr20	48659228	48660294	chr2
chr20	48662115	48662572	chr2
chr20	48662646	48663027	chr2
chr20	48664785	48665123	chr5
chr20	48666279	48666472	chr2
chr20	48666932	48667843	chr2
chr20	48667947	48668113	chr2
chr20	48676188	48676321	chr2
chr20	48678954	48680232	chr2
chr20	48680412	48681975	chr2
chr20	48682684	48684325	chr2
chr20	48684452	48685490	chr2
chr20	48685880	48686747	chr2
chr20	48688331	48689096	chr2
chr20	48689209	48690349	chr2
chr20	48690487	48690696	chr2
chr20	48690772	48691895	chr2
chr20	48692075	48692186	chr2
chr20	48692356	48693237	chr2
chr20	48694220	48694506	chr2
chr20	48697710	48699185	chr2
chr20	48699277	48699338	chr2
chr20	48699443	48700941	chr2
chr20	48707136	48707423	chr2
chr20	48707455	48707705	chr2
chr20	48707910	48708485	chr2
chr20	48709027	48709090	chr2
chr20	48712476	48712838	chr2
chr20	48714987	48717496	chr2
chr20	48722827	48724517	chr2
chr20	48724523	48724821	chr2
chr20	48724962	48727043	chr2
chr20	48728324	48728700	chr2
chr20	48731339	48732736	chr2
chr20	48734524	48735462	chr2
chr20	48735590	48735656	chr17
chr20	48738427	48739914	chr2
chr20	48741850	48742314	chr2
chr20	48745018	48745233	chr2
chr20	48746365	48746563	chr2
chr20	48746741	48748367	chr2
chr20	48748595	48748688	chr2
chr20	48748886	48749591	chr2
chr20	48750119	48750389	chr2
chr20	48750433	48750980	chr2
chr20	48750981	48751917	chr2
chr20	48752015	48752086	chr2
chr20	48754218	48755191	chr2
chr20	48761083	48764333	chr2
chr20	48769134	48769805	chr2
chr20	48775924	48776788	chr2
chr20	48785224	48785698	chr2
chr20	48786089	48786261	chr2
chr20	48786329	48787325	chr2
chr20	48787641	48788658	chr2
chr20	48789836	48790145	chr2
chr20	48790311	48791884	chr2
chr20	48793602	48794758	chr2
chr20	48794956	48796011	chr2
chr20	48796917	48798873	chr2
chr20	48799502	48800256	chr2
chr20	48803099	48805650	chr2
chr20	48806632	48807058	chr2
chr20	48807863	48808389	chr2
chr20	48809493	48810316	chr2
chr20	48812256	48812498	chr7
chr20	48813423	48815719	chr2
chr20	48816764	48819089	chr2
chr20	48819115	48820823	chr2
chr20	48821277	48822166	chr2
chr20	48822784	48823332	chr2
chr20	48823405	48823602	chr2
chr20	48823726	48823755	chr2
chr20	48823881	48824782	chr2
chr20	48824965	48826566	chr2
chr20	48827312	48827428	chr2
chr20	48827637	48828077	chr2
chr20	48828214	48828344	chr2
chr20	48828412	48830467	chr2
chr20	48830668	48831921	chr2
chr20	48832052	48832419	chr2
chr20	48834287	48834580	chr2
chr20	48835234	48835302	chr2
chr20	48835421	48836176	chr2
chr20	48841279	48842547	chr2
chr20	48842715	48842973	chr2
chr20	48842987	48843560	chr2
chr20	48846924	48847085	chr2
chr20	48847192	48847297	chr2
chr20	48847365	48848032	chr2
chr20	48850615	48851367	chr2
chr20	48851540	48851863	chr2
chr20	48853731	48854225	chr2
chr20	48855328	48855538	chr2
chr20	48855613	48855725	chr2
chr20	48856029	48857589	chr2
chr20	48857749	48858478	chr2
chr20	48858528	48858867	chr2
chr20	48861238	48861927	chr2
chr20	48864062	48864880	chr2
chr20	48866237	48866486	chr2
chr20	48866937	48867363	chr2
chr20	48875719	48875872	chr2
chr20	48876043	48876728	chr2
chr20	48877291	48877730	chr2
chr20	48879086	48879399	chr2
chr20	48879594	48880687	chr2
chr20	48880810	48881499	chr2
chr20	48885147	48885502	chr2
chr20	48886201	48887292	chr2
chr20	48889472	48890779	chr2
chr20	48905860	48906120	chr2
chr20	48915401	48915530	chr2
chr20	48915624	48916310	chr2
chr20	48919800	48920403	chr2
chr20	48921366	48923693	chr2
chr20	48924574	48924933	chr2
chr20	48925069	48925561	chr2
chr20	48925832	48926094	chr2
chr20	48926431	48927872	chr2
chr20	48928811	48930056	chr2
chr20	48930486	48930609	chr2
chr20	48930686	48931225	chr2
chr20	48931226	48931688	chr2
chr20	48931928	48933365	chr2
chr20	48937567	48938421	chr2
chr20	48939284	48939930	chr2
chr20	48939997	48940101	chr2
chr20	48940395	48942177	chr2
chr20	48942709	48943558	chr2
chr20	48943924	48944443	chr2
chr20	48944501	48945375	chr2
chr20	48945902	48946318	chr2
chr20	48949259	48950187	chr2
chr20	48951160	48952181	chr2
chr20	48952580	48953126	chr2
chr20	48953482	48954122	chr2
chr20	48954195	48954222	chr2
chr20	48954300	48954631	chr2
chr20	48957919	48958720	chr2
chr20	48959001	48959335	chr2
chr20	48962512	48962916	chr2
chr20	48963196	48963929	chr2
chr20	48964438	48964502	chr2
chr20	48965392	48966130	chr2
chr20	48968776	48968927	chr2
chr20	48969130	48969352	chr2
chr20	48969462	48969638	chr2
chr20	48970842	48971071	chr2
chr20	48971072	48972526	chr2
chr20	48973105	48973430	chr2
chr20	48973560	48974340	chr2
chr20	48974586	48974889	chr2
chr20	48975812	48976724	chr2
chr20	48984619	48985831	chr2
chr20	48988282	48988701	chr2
chr20	48988702	48989495	chr2
chr20	48989500	48989884	chr2
chr20	48990319	48991333	chr2
chr20	48993888	48994205	chr2
chr20	48994372	48995515	chr2
chr20	48995682	48995979	chr2
chr20	48998181	48998712	chr2
chr20	49004917	49005322	chr2
chr20	49009616	49010567	chr2
chr20	49010704	49011444	chr2
chr20	49011873	49012403	chr2
chr20	49013286	49014276	chr2
chr20	49016206	49016674	chr2
chr20	49016675	49016868	chr2
chr20	49017106	49017617	chr2
chr20	49017995	49018080	chr2
chr20	49018083	49018191	chr2
chr20	49018599	49019264	chr2
chr20	49019412	49019774	chr2
chr20	49019912	49019980	chr2
chr20	49019983	49020456	chr2
chr20	49022971	49023488	chr2
chr20	49024850	49025565	chr2
chr20	49026482	49027107	chr2
chr20	49028274	49028502	chr18
chr20	49028514	49028773	chr2
chr20	49028949	49029118	chr2
chr20	49031981	49032226	chr2
chr20	49032373	49036760	chr2
chr20	49036833	49036927	chr2
chr20	49037240	49037431	chr2
chr20	49038199	49038259	chr5
chr20	49038353	49038602	chr5
chr20	49038908	49038962	chr5
chr20	49042351	49042586	chr2
chr20	49042900	49043312	chr2
chr20	49046086	49047243	chr2
chr20	49047600	49048758	chr2
chr20	49048783	49049039	chr2
chr20	49054380	49055167	chr2
chr20	49055863	49056023	chr2
chr20	49058378	49058589	chr2
chr20	49058705	49058720	chr2
chr20	49059118	49059597	chr2
chr20	49061078	49061201	chr2
chr20	49061847	49061923	chr2
chr20	49063040	49063083	chr2
chr20	49063099	49063419	chr2
chr20	49063594	49063689	chr2
chr20	49066021	49066698	chr2
chr20	49067114	49067353	chr2
chr20	49067361	49067450	chr2
chr20	49067475	49067744	chr2
chr20	49067912	49068304	chr2
chr20	49068616	49068932	chr2
chr20	49070148	49070350	chr2
chr20	49072234	49072907	chr2
chr20	49074686	49074994	chr2
chr20	49075028	49075599	chr2
chr20	49076835	49077343	chr2
chr20	49077684	49077759	chr2
chr20	49077860	49078310	chr2
chr20	49078440	49078794	chr2
chr20	49083956	49085578	chr2
chr20	49087655	49088137	chr2
chr20	49088138	49088544	chr2
chr20	49088645	49088754	chr2
chr20	49088826	49089040	chr2
chr20	49089142	49089758	chr2
chr20	49090708	49091252	chr2
chr20	49091789	49092275	chr2
chr20	49094029	49094406	chr2
chr20	49094722	49095024	chr2
chr20	49096241	49097134	chr2
chr20	49101365	49101461	chr5
chr20	49113279	49115083	chr2
chr20	49115740	49115900	chr2
chr20	49116752	49116795	chr2
chr20	49117005	49117268	chr2
chr20	49117307	49117436	chr2
chr20	49117541	49118460	chr2
chr20	49119523	49120167	chr2
chr20	49123047	49123397	chr2
chr20	49124362	49124703	chr2
chr20	49133079	49133653	chr2
chr20	49134457	49134569	chrX
chr20	49134570	49134660	chr5
chr20	49134661	49134729	chr5
chr20	49134730	49134857	chr5
chr20	49134858	49134951	chr5
chr20	49134953	49135245	chr5
chr20	49135326	49135528	chr2
chr20	49135727	49136523	chr2
chr20	49150680	49151246	chr2
chr20	49151574	49152341	chr2
chr20	49153826	49154100	chr2
chr20	49155225	49155369	chr2
chr20	49155370	49155497	chr2
chr20	49155500	49155717	chr2
chr20	49155758	49156679	chr2
chr20	49156722	49156828	chr2
chr20	49160294	49160370	chr2
chr20	49160410	49160465	chr2
chr20	49160668	49161695	chr2
chr20	49165629	49166910	chr2
chr20	49167138	49168067	chr2
chr20	49168386	49168521	chr2
chr20	49169293	49169583	chr2
chr20	49171586	49171922	chr2
chr20	49172253	49172371	chr2
chr20	49174050	49174433	chr2
chr20	49176500	49176681	chr2
chr20	49179325	49179749	chr2
chr20	49179750	49180609	chr2
chr20	49182213	49182505	chr2
chr20	49182542	49183739	chr2
chr20	49184588	49185133	chr2
chr20	49186651	49186797	chr2
chr20	49186837	49188887	chr2
chr20	49204980	49205154	chr2
chr20	49219167	49219549	chr2
chr20	49221066	49221810	chr2
chr20	49222945	49223439	chr2
chr20	49224663	49225271	chr2
chr20	49225427	49225494	chr2
chr20	49225616	49225830	chr2
chr20	49225840	49226566	chr2
chr20	49228626	49229037	chr2
chr20	49230049	49230390	chr2
chr20	49233030	49233874	chr2
chr20	49234907	49235196	chr2
chr20	49235297	49235691	chr2
chr20	49236010	49236518	chr2
chr20	49238928	49239359	chr2
chr20	49241826	49242695	chr2
chr20	49243417	49243775	chr2
chr20	49243796	49243925	chr2
chr20	49245900	49246860	chr2
chr20	49247128	49249872	chr2
chr20	49251450	49251716	chr2
chr20	49252605	49253154	chr2
chr20	49253526	49253915	chr2
chr20	49254451	49254827	chr2
chr20	49255751	49256199	chr2
chr20	49256416	49257694	chr2
chr20	49260388	49260655	chr2
chr20	49263218	49263661	chr2
chr20	49264558	49265337	chr2
chr20	49265718	49266283	chr2
chr20	49269851	49271891	chr2
chr20	49272616	49272963	chr2
